320,FA-55069-10,This article sketches the history of the King James Version of the Bible and imagines what would have happened if the translation never appeared.,,Mark A. Noll,Magazine,"Christianity Today, May 2011, pp. 30-37",,,Christianity Today International,,,A World without the KJV,2011
342,RA-50003-03,N/A,,"Redford, Scott",Journal,Ancient Near Eastern Studies,,,,,,"Neutron Activation Analysis of Medieval Ceramics from Kinet, Turkey, Especially Port Saint Symeon Ware",2005
346,RA-50003-03,"Following the Ottoman conquest of Egypt and the Levant in 1516-17, administrators of the empire began to experiment with several innovative strategies to increase the total volume of the spice trade between the Indian Ocean and the Mediterranean, and to maximize the state's share of its revenues. These became progressively more sophisticated over time, until by the end of the 1560s a comprehensive infrastructure was in place, including a rationalized empire-wide tax regime for regulating private trade, a network of ""imperial factors"" who bought spices for the sultan in overseas emporiums, and an annual convoy of spice galleys that shipped cargoes of state-owned pepper from the Yemen to the markets of Egypt and Istanbul. All of this, combined with natural advantages of geography and the goodwill of Muslim traders in the Indian Ocean, enabled the Ottomans to mount a formidable challenge to the ""pepper monopoly"" of the Portuguese Estado da India.",,"Casale, Giancarlo",Journal,Journal of Economic and Social History of the Orient,,,,,,The Ottoman Administration of the Spice Trade in the Sixteenth Century Red Sea and Persian Gulf,2006
349,RA-50003-03,"The middle decades of the sixteenth century witnessed one of the most dramatic and unexpected transformations in the history of long-distance intercontinental commerce: the revival of the transit spice trade through the Red Sea and Persian Gulf, following a period of nearly fifty years during which it had been redirected almost in its entirety through the Portuguese-controlled route around the Cape of Good Hope. And yet, while modern scholars have been aware of this sea change in global commerce for generations, the reasons behind it still remain a subject of debate. Numerous explanations have been proposed, ranging from changes in the international demand for spices to corruption within the Portuguese administration. Until now, however, none has taken into account what may be the most important factor of all: the rising power of Ottoman corsairs, whose predatory raids against Portuguese targets were instrumental in subverting the Estado da India's system for controlling trade in the western Indian Ocean.",,"Casale, Giancarlo",Journal,Itinerario,,,,,,Ottoman Guerre de Course and the Intercontinental Spice Trade,2008
350,RA-50003-03,N/A,,"Casale, Giancarlo",Journal,Journal of Early Modern History,,,,,,Introduction to the 'Social History of the Sea' Special Issue,2010
351,RA-50003-03,"[It was a] mistaken belief that if 10,000 did so it would be recognized as an official religion. —A British statistical spokesman on the more than 390,000 people who listed their religion as ""Jedi"" on 2001 census forms&#x0D; &#x0D; The fiction of the census is that everyone is in it, and that everyone has one—and only one—extremely clear place. No fractions.&#x0D; &#x0D; —Benedict Anderson",,Ipek Yosmaoglu-Turner,Journal,International Journal of Middle East Studies,,,,,,"Counting Bodies, Shaping Souls: the 1903 Census and National Identity in Ottoman Macedonia",2006
354,RA-50003-03,"This study of modern constitutional developments in the nineteenth century Europe and their impact on the Ottoman Empire and westernisation. Three main considerations include, the development of autonomous organizations and military counterbalancing financial and religious government agencies; the Islamic authority in coordination with political authority;  and the development of decision-making bodies with constitutional functions from consultative groups.",,Huseyin Yilmaz,Journal,"Divan Disiplinlerarasi Çalismalar Dergisi ",Constitutional Developments in the Ottoman Empire before the Westernization,"Journal volume web page.  ",Divan Dergisi,,,Constitutional Developments in the Ottoman Empire before the Westernization,2008
376,RA-50055-07,Co-authored with Peter Schultz,,"Peter Schultz, Prof. Bronwen Wickkiser",Journal,"International Journal of Technology, Knowledge &amp; Society 6.6 (2010):  143-64",,,Common Ground Publishing Journals,,,Communicating with the Gods in Ancient Greece:  Acoustics and the Design of the Thymele at Epidauros,2010
377,RA-50055-07,Article in Arion,,Prof. Bronwen Wickkiser,Journal,Arion 18.1 (2010):  111-20.,,,Boston University,,,Missing Stones Speak: The New Acropolis Museum and the Mysterious Case of Vanished Athenian Imperialism,2010
380,RZ-51219-10,"Personalized essay on author's visit to our American University Great Dismal Swamp Archaeology Field School in the the Great Dismal Swamp National Wildlife Refuge, VA and NC.  The field school is supported through the NEH grant and the author discusses some of the findings, the ideas behind our work, and provides several photos of the work and swamp.",,Marion Blackburn,Magazine,Archaeology Magazine,http://www.archaeology.org/1109/letter/great dismal swamp slavery maroons.html,,American Institute of America,,,American Refugees,2011
381,RZ-51219-10,"Associated Press reporter's discussion of maroons and Great Dismal Swamp based on his visit to the American University Great Dismal Swamp Archaeology Field School in summer of 2011.  Published July 4th, the article was carried by over 250 reputable media outlets and is available still at many sites online.",,Tom Breen,"Newspaper, Other",Associated Press,http://abcnews.go.com/US/wireStory?id=13993180,,Associated Press,,,Southern Swamp Holds Clues About Runaway Slaves,2011
397,FA-55350-10,"This article uses the life of Helen P. Clarke (1846-1923) -- a woman of mixed native-white ancestry -- to explore the hardening of racial boundaries in Montana (and by extension, the wider trans-Missouri West) during the late nineteenth and early twentieth centuries.",,Andrew R. Graybill,Journal,Montana: The Magazine of Western History,,,Montana Historical Society,,,"Helen P. Clarke in the 'Age of Tribes': Montana's Changing Racial Landscape, 1870-1920",2011
400,HD-50422-08,"Report on the methods and challenges of a new digital archive for the study of sixteenth-century music books.  Documents methods, challenges, and standards in the context of the Music Encoding Initiative (MEI) and related XML-based standards.",,"Philippe Vendrix, Richard Freedman",Journal,"Die Tonkunst.  Magazin für klassische Music und Musikwissenschaft, Jhrg 5 (2011), 284-88.",,,Henle (Munich),,,The Chansonniers of Nicolas Du Chemin:  A Digital Forum for Renaissance Music Books,2011
